Fed List and DJN Total,Zip Code,ex_Name,ex_AREA,ex_PERIMETER,ex_ZT36_D00_,ex_ZT36_D00_I,ex_ZCTA,ex_LSAD,ex_LSAD_TRANS,geometry
232,10701,10701,0.00118,0.25947,1856,1855,10701,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.888653,40.976574,0.0 -73.883579,40.977598,0.0 -73.880579,40.977398,0.0 -73.883234,40.972666,0.0 -73.881022,40.972544,0.0 -73.878519,40.97404,0.0 -73.877116,40.9732,0.0 -73.875315,40.970408,0.0 -73.872507,40.969958,0.0 -73.875379,40.969898,0.0 -73.877879,40.965198,0.0 -73.879179,40.965798,0.0 -73.881079,40.969798,0.0 -73.884479,40.970098,0.0 -73.885579,40.966698,0.0 -73.885579,40.962198,0.0 -73.888079,40.958898,0.0 -73.890979,40.951798,0.0 -73.89368,40.939198,0.0 -73.887479,40.938998,0.0 -73.886279,40.939398,0.0 -73.876079,40.954398,0.0 -73.873179,40.955598,0.0 -73.872079,40.957898,0.0 -73.871579,40.955598,0.0 -73.861179,40.955198,0.0 -73.859379,40.952498,0.0 -73.855178,40.949498,0.0 -73.851978,40.949198,0.0 -73.850078,40.946798,0.0 -73.850578,40.944998,0.0 -73.852778,40.941498,0.0 -73.855879,40.938398,0.0 -73.855979,40.940598,0.0 -73.857379,40.941798,0.0 -73.859979,40.939498,0.0 -73.861979,40.936698,0.0 -73.867179,40.934498,0.0 -73.870079,40.932298,0.0 -73.870779,40.931198,0.0 -73.871079,40.931898,0.0 -73.878179,40.932298,0.0 -73.880493,40.930681,0.0 -73.884579,40.925798,0.0 -73.89338,40.922498,0.0 -73.89418,40.922698,0.0 -73.89598,40.926398,0.0 -73.90258,40.927198,0.0 -73.90408,40.927998,0.0 -73.90368,40.933798,0.0 -73.90308,40.935698,0.0 -73.90368,40.935998,0.0 -73.90338,40.937698,0.0 -73.90088,40.947998,0.0 -73.896937,40.956551,0.0 -73.892179,40.962998,0.0 -73.888653,40.976574,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
111,10703,10703,0.00041,0.11726,1853,1852,10703,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.872507,40.969958,0.0 -73.871179,40.977798,0.0 -73.870279,40.979697,0.0 -73.867779,40.979997,0.0 -73.868579,40.977098,0.0 -73.868779,40.972198,0.0 -73.871179,40.968198,0.0 -73.871379,40.964698,0.0 -73.870779,40.963098,0.0 -73.872079,40.957898,0.0 -73.873179,40.955598,0.0 -73.876079,40.954398,0.0 -73.886279,40.939398,0.0 -73.887479,40.938998,0.0 -73.89368,40.939198,0.0 -73.890979,40.951798,0.0 -73.888079,40.958898,0.0 -73.885579,40.962198,0.0 -73.885579,40.966698,0.0 -73.884479,40.970098,0.0 -73.881079,40.969798,0.0 -73.879179,40.965798,0.0 -73.877879,40.965198,0.0 -73.875379,40.969898,0.0 -73.872507,40.969958,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
198,10704,10704,0.00078,0.12757,1867,1866,10704,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.870779,40.931198,0.0 -73.870079,40.932298,0.0 -73.867179,40.934498,0.0 -73.861979,40.936698,0.0 -73.859979,40.939498,0.0 -73.857379,40.941798,0.0 -73.855979,40.940598,0.0 -73.855879,40.938398,0.0 -73.856779,40.931398,0.0 -73.848678,40.929298,0.0 -73.849678,40.927498,0.0 -73.847378,40.924898,0.0 -73.844878,40.923698,0.0 -73.842578,40.923898,0.0 -73.843978,40.922099,0.0 -73.846178,40.921099,0.0 -73.850578,40.913899,0.0 -73.851738,40.910405,0.0 -73.851304,40.909878,0.0 -73.853004,40.909978,0.0 -73.854204,40.908978,0.0 -73.859304,40.900478,0.0 -73.878104,40.905778,0.0 -73.878936,40.905933,0.0 -73.878279,40.906199,0.0 -73.874579,40.913599,0.0 -73.874379,40.918799,0.0 -73.875079,40.923498,0.0 -73.875979,40.923798,0.0 -73.870779,40.931198,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
313,10705,10705,0.00059,0.13294,1869,1868,10705,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.870779,40.931198,0.0 -73.875979,40.923798,0.0 -73.875079,40.923498,0.0 -73.874379,40.918799,0.0 -73.874579,40.913599,0.0 -73.878279,40.906199,0.0 -73.878936,40.905933,0.0 -73.910505,40.915278,0.0 -73.911126,40.916027,0.0 -73.91028,40.918598,0.0 -73.90978,40.919498,0.0 -73.90918,40.919398,0.0 -73.90588,40.927198,0.0 -73.90438,40.931998,0.0 -73.90468,40.932998,0.0 -73.90418,40.935498,0.0 -73.90308,40.935698,0.0 -73.90368,40.933798,0.0 -73.90408,40.927998,0.0 -73.90258,40.927198,0.0 -73.89598,40.926398,0.0 -73.89418,40.922698,0.0 -73.89338,40.922498,0.0 -73.884579,40.925798,0.0 -73.880493,40.930681,0.0 -73.878179,40.932298,0.0 -73.871079,40.931898,0.0 -73.870779,40.931198,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
446,10706,10706,0.00102,0.16486,1848,1847,10706,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.858678,40.997997,0.0 -73.857578,40.997597,0.0 -73.854165,41.002092,0.0 -73.851378,41.003597,0.0 -73.842878,41.006297,0.0 -73.840778,41.005897,0.0 -73.838878,41.003997,0.0 -73.839778,41.002497,0.0 -73.838678,41.000997,0.0 -73.842157,40.997202,0.0 -73.842965,40.989488,0.0 -73.843957,40.986131,0.0 -73.845978,40.983397,0.0 -73.867779,40.979997,0.0 -73.870279,40.979697,0.0 -73.871179,40.977798,0.0 -73.872507,40.969958,0.0 -73.875315,40.970408,0.0 -73.877116,40.9732,0.0 -73.878519,40.97404,0.0 -73.881022,40.972544,0.0 -73.883234,40.972666,0.0 -73.880579,40.977398,0.0 -73.883579,40.977598,0.0 -73.888653,40.976574,0.0 -73.885579,40.985497,0.0 -73.886779,40.986097,0.0 -73.886879,40.986697,0.0 -73.886679,40.996097,0.0 -73.884979,40.996097,0.0 -73.884079,41.003997,0.0 -73.858678,40.997997,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
139,10707,10707,0.00037,0.10378,1854,1853,10707,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.834278,40.949598,0.0 -73.832378,40.951898,0.0 -73.831578,40.953698,0.0 -73.831378,40.955998,0.0 -73.827978,40.964598,0.0 -73.824078,40.969098,0.0 -73.822677,40.973398,0.0 -73.822477,40.974598,0.0 -73.819477,40.977698,0.0 -73.815477,40.979598,0.0 -73.813877,40.979398,0.0 -73.813477,40.978398,0.0 -73.813677,40.976498,0.0 -73.815777,40.972498,0.0 -73.816539,40.968772,0.0 -73.816077,40.968598,0.0 -73.818177,40.963498,0.0 -73.814277,40.961398,0.0 -73.813277,40.959798,0.0 -73.813477,40.958998,0.0 -73.8158,40.956463,0.0 -73.817377,40.957098,0.0 -73.822478,40.948998,0.0 -73.819477,40.949498,0.0 -73.817977,40.945498,0.0 -73.818477,40.944198,0.0 -73.820978,40.943998,0.0 -73.833778,40.948398,0.0 -73.834278,40.949598,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
450,10708,10708,0.00081,0.17798,1865,1864,10708,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.850078,40.946798,0.0 -73.849778,40.947898,0.0 -73.843278,40.953098,0.0 -73.838078,40.950198,0.0 -73.834278,40.949598,0.0 -73.833778,40.948398,0.0 -73.820978,40.943998,0.0 -73.818477,40.944198,0.0 -73.815377,40.944598,0.0 -73.814077,40.942598,0.0 -73.815277,40.937698,0.0 -73.815377,40.935898,0.0 -73.814877,40.935198,0.0 -73.808777,40.934798,0.0 -73.807277,40.939198,0.0 -73.807177,40.941498,0.0 -73.805577,40.945798,0.0 -73.804877,40.946498,0.0 -73.802277,40.945098,0.0 -73.802177,40.943798,0.0 -73.805577,40.938798,0.0 -73.807077,40.935598,0.0 -73.806877,40.934598,0.0 -73.805977,40.933898,0.0 -73.804477,40.933198,0.0 -73.801977,40.933098,0.0 -73.800877,40.932398,0.0 -73.800777,40.930498,0.0 -73.801677,40.928998,0.0 -73.804977,40.926698,0.0 -73.830678,40.934198,0.0 -73.834778,40.934198,0.0 -73.836278,40.932998,0.0 -73.839578,40.927598,0.0 -73.840278,40.927198,0.0 -73.842578,40.923898,0.0 -73.844878,40.923698,0.0 -73.847378,40.924898,0.0 -73.849678,40.927498,0.0 -73.848678,40.929298,0.0 -73.856779,40.931398,0.0 -73.855879,40.938398,0.0 -73.852778,40.941498,0.0 -73.850578,40.944998,0.0 -73.850078,40.946798,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
210,10709,10709,0.00043,0.14847,1858,1857,10709,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.804877,40.946498,0.0 -73.805577,40.945798,0.0 -73.807177,40.941498,0.0 -73.807277,40.939198,0.0 -73.808777,40.934798,0.0 -73.814877,40.935198,0.0 -73.815377,40.935898,0.0 -73.815277,40.937698,0.0 -73.814077,40.942598,0.0 -73.815377,40.944598,0.0 -73.818477,40.944198,0.0 -73.817977,40.945498,0.0 -73.819477,40.949498,0.0 -73.822478,40.948998,0.0 -73.817377,40.957098,0.0 -73.8158,40.956463,0.0 -73.813477,40.958998,0.0 -73.813277,40.959798,0.0 -73.814277,40.961398,0.0 -73.818177,40.963498,0.0 -73.816077,40.968598,0.0 -73.813977,40.967298,0.0 -73.812677,40.966098,0.0 -73.812877,40.964598,0.0 -73.810777,40.963998,0.0 -73.809977,40.968098,0.0 -73.808777,40.970998,0.0 -73.806977,40.969798,0.0 -73.808177,40.967798,0.0 -73.809077,40.965698,0.0 -73.808077,40.964598,0.0 -73.806377,40.964598,0.0 -73.805477,40.964298,0.0 -73.804277,40.963298,0.0 -73.803777,40.962398,0.0 -73.802577,40.961998,0.0 -73.802277,40.962698,0.0 -73.802477,40.964298,0.0 -73.797677,40.964798,0.0 -73.797077,40.963998,0.0 -73.798177,40.962698,0.0 -73.802077,40.959198,0.0 -73.802777,40.959598,0.0 -73.805277,40.961998,0.0 -73.807077,40.964498,0.0 -73.807477,40.964298,0.0 -73.802977,40.956998,0.0 -73.801377,40.956498,0.0 -73.799577,40.956498,0.0 -73.799577,40.952898,0.0 -73.798577,40.951498,0.0 -73.798577,40.949598,0.0 -73.802477,40.946098,0.0 -73.803277,40.945798,0.0 -73.804377,40.946898,0.0 -73.804877,40.946498,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
493,10710,10710,0.00136,0.16207,1851,1850,10710,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.867779,40.979997,0.0 -73.845978,40.983397,0.0 -73.839178,40.984297,0.0 -73.835153,40.986208,0.0 -73.833478,40.985197,0.0 -73.830978,40.981598,0.0 -73.829178,40.982098,0.0 -73.825277,40.986197,0.0 -73.821777,40.986697,0.0 -73.822277,40.983397,0.0 -73.824578,40.975298,0.0 -73.822677,40.973398,0.0 -73.824078,40.969098,0.0 -73.827978,40.964598,0.0 -73.831378,40.955998,0.0 -73.831578,40.953698,0.0 -73.832378,40.951898,0.0 -73.834278,40.949598,0.0 -73.838078,40.950198,0.0 -73.843278,40.953098,0.0 -73.849778,40.947898,0.0 -73.850078,40.946798,0.0 -73.851978,40.949198,0.0 -73.855178,40.949498,0.0 -73.859379,40.952498,0.0 -73.861179,40.955198,0.0 -73.871579,40.955598,0.0 -73.872079,40.957898,0.0 -73.870779,40.963098,0.0 -73.871379,40.964698,0.0 -73.871179,40.968198,0.0 -73.868779,40.972198,0.0 -73.868579,40.977098,0.0 -73.867779,40.979997,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
303,10801,10801,0.00092,0.19579,2346,2345,10801,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.804977,40.926698,0.0 -73.801677,40.928998,0.0 -73.800777,40.930498,0.0 -73.800877,40.932398,0.0 -73.801977,40.933098,0.0 -73.804477,40.933198,0.0 -73.805977,40.933898,0.0 -73.805177,40.935598,0.0 -73.797877,40.936698,0.0 -73.798077,40.930598,0.0 -73.797577,40.928398,0.0 -73.788977,40.926299,0.0 -73.781776,40.928299,0.0 -73.775176,40.931798,0.0 -73.767676,40.934898,0.0 -73.764576,40.920699,0.0 -73.759976,40.912299,0.0 -73.761276,40.911599,0.0 -73.761176,40.913299,0.0 -73.761676,40.914099,0.0 -73.762476,40.913199,0.0 -73.764176,40.915499,0.0 -73.763676,40.916099,0.0 -73.763776,40.916899,0.0 -73.764576,40.916099,0.0 -73.765876,40.915899,0.0 -73.766928,40.913654,0.0 -73.764576,40.912799,0.0 -73.763276,40.913299,0.0 -73.762776,40.912999,0.0 -73.764076,40.911699,0.0 -73.767297,40.912639,0.0 -73.769176,40.911799,0.0 -73.769876,40.912199,0.0 -73.770276,40.914499,0.0 -73.769476,40.915199,0.0 -73.770776,40.914799,0.0 -73.770956,40.91326,0.0 -73.771676,40.912499,0.0 -73.773376,40.912299,0.0 -73.771076,40.912199,0.0 -73.769944,40.910583,0.0 -73.773276,40.910099,0.0 -73.775576,40.912499,0.0 -73.781777,40.908799,0.0 -73.783694,40.907172,0.0 -73.784477,40.905399,0.0 -73.782777,40.903999,0.0 -73.782377,40.904199,0.0 -73.781677,40.903299,0.0 -73.783577,40.902399,0.0 -73.785577,40.902099,0.0 -73.787277,40.901999,0.0 -73.789577,40.902699,0.0 -73.792877,40.901299,0.0 -73.796077,40.899999,0.0 -73.796577,40.898999,0.0 -73.799677,40.901099,0.0 -73.804945,40.92621,0.0 -73.804977,40.926698,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
224,10803,10803,0.00064,0.1319,1874,1873,10803,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.813676,40.91163,0.0 -73.811477,40.918199,0.0 -73.808477,40.923899,0.0 -73.806477,40.925599,0.0 -73.804945,40.92621,0.0 -73.799677,40.901099,0.0 -73.796577,40.898999,0.0 -73.796077,40.899999,0.0 -73.792877,40.901299,0.0 -73.794777,40.898699,0.0 -73.791877,40.893399,0.0 -73.793177,40.889899,0.0 -73.788477,40.885299,0.0 -73.789439,40.883954,0.0 -73.790978,40.883858,0.0 -73.792035,40.884532,0.0 -73.792902,40.883378,0.0 -73.815203,40.888978,0.0 -73.819603,40.890178,0.0 -73.823003,40.891078,0.0 -73.820678,40.895099,0.0 -73.818178,40.896899,0.0 -73.817278,40.900199,0.0 -73.816037,40.90214,0.0 -73.815078,40.902499,0.0 -73.814279,40.905225,0.0 -73.813676,40.91163,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1875,10804,10804,0.00126,0.18886,1857,1856,10804,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.804877,40.946498,0.0 -73.804377,40.946898,0.0 -73.803277,40.945798,0.0 -73.802477,40.946098,0.0 -73.798577,40.949598,0.0 -73.798577,40.951498,0.0 -73.799577,40.952898,0.0 -73.799577,40.956498,0.0 -73.801377,40.956498,0.0 -73.802977,40.956998,0.0 -73.807477,40.964298,0.0 -73.807077,40.964498,0.0 -73.805277,40.961998,0.0 -73.802777,40.959598,0.0 -73.802077,40.959198,0.0 -73.798177,40.962698,0.0 -73.797077,40.963998,0.0 -73.796477,40.965598,0.0 -73.79237,40.971624,0.0 -73.790177,40.973198,0.0 -73.787076,40.973498,0.0 -73.783976,40.973198,0.0 -73.778376,40.974898,0.0 -73.775476,40.976398,0.0 -73.771576,40.955698,0.0 -73.774976,40.953898,0.0 -73.775076,40.949098,0.0 -73.774876,40.948098,0.0 -73.773476,40.949798,0.0 -73.772976,40.950898,0.0 -73.773376,40.951798,0.0 -73.771776,40.951598,0.0 -73.768776,40.941798,0.0 -73.767676,40.934898,0.0 -73.775176,40.931798,0.0 -73.781776,40.928299,0.0 -73.788977,40.926299,0.0 -73.797577,40.928398,0.0 -73.798077,40.930598,0.0 -73.797877,40.936698,0.0 -73.805177,40.935598,0.0 -73.805977,40.933898,0.0 -73.806877,40.934598,0.0 -73.807077,40.935598,0.0 -73.805577,40.938798,0.0 -73.802177,40.943798,0.0 -73.802277,40.945098,0.0 -73.804877,40.946498,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
213,10805,10805,0.00038,0.14324,1884,1883,10805,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.788477,40.885299,0.0 -73.793177,40.889899,0.0 -73.791877,40.893399,0.0 -73.794777,40.898699,0.0 -73.792877,40.901299,0.0 -73.789577,40.902699,0.0 -73.787277,40.901999,0.0 -73.785577,40.902099,0.0 -73.783577,40.902399,0.0 -73.781677,40.903299,0.0 -73.782377,40.904199,0.0 -73.782777,40.903999,0.0 -73.784477,40.905399,0.0 -73.783694,40.907172,0.0 -73.781777,40.908799,0.0 -73.775576,40.912499,0.0 -73.773276,40.910099,0.0 -73.769944,40.910583,0.0 -73.769876,40.909899,0.0 -73.772476,40.907299,0.0 -73.772176,40.906899,0.0 -73.768576,40.909099,0.0 -73.767476,40.908599,0.0 -73.769376,40.904999,0.0 -73.768876,40.904299,0.0 -73.767276,40.904099,0.0 -73.765876,40.903099,0.0 -73.765421,40.903042,0.0 -73.777414,40.889785,0.0 -73.779277,40.889599,0.0 -73.780177,40.890699,0.0 -73.779577,40.891699,0.0 -73.778777,40.891299,0.0 -73.775576,40.896999,0.0 -73.775776,40.898699,0.0 -73.776476,40.898499,0.0 -73.776976,40.898199,0.0 -73.777476,40.896199,0.0 -73.780177,40.893599,0.0 -73.781177,40.894299,0.0 -73.782977,40.893299,0.0 -73.780877,40.891699,0.0 -73.782977,40.889599,0.0 -73.783677,40.889799,0.0 -73.784977,40.888799,0.0 -73.785877,40.889099,0.0 -73.785477,40.890099,0.0 -73.783077,40.891599,0.0 -73.782777,40.892299,0.0 -73.783077,40.892599,0.0 -73.784377,40.890999,0.0 -73.785877,40.890899,0.0 -73.787977,40.888899,0.0 -73.789177,40.888399,0.0 -73.786077,40.888399,0.0 -73.788477,40.885299,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
188,11001,11001,0.00074,0.1393,2085,2084,11001,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.712741,40.734446,0.0 -73.710352,40.732935,0.0 -73.706134,40.734822,0.0 -73.706724,40.736538,0.0 -73.700218,40.737722,0.0 -73.69981,40.737308,0.0 -73.69956,40.737992,0.0 -73.697875,40.737701,0.0 -73.695875,40.735201,0.0 -73.693475,40.730601,0.0 -73.692275,40.723702,0.0 -73.687474,40.723402,0.0 -73.688574,40.717902,0.0 -73.684274,40.715002,0.0 -73.689374,40.711602,0.0 -73.689074,40.712802,0.0 -73.695762,40.713849,0.0 -73.700975,40.711002,0.0 -73.704475,40.712702,0.0 -73.707775,40.713102,0.0 -73.708575,40.710002,0.0 -73.710375,40.708302,0.0 -73.716875,40.708002,0.0 -73.725176,40.710102,0.0 -73.726258,40.709799,0.0 -73.729114,40.719497,0.0 -73.727488,40.72219,0.0 -73.726598,40.722399,0.0 -73.726502,40.722585,0.0 -73.725989,40.722791,0.0 -73.725702,40.722885,0.0 -73.717678,40.72497,0.0 -73.710091,40.726033,0.0 -73.71025,40.729953,0.0 -73.712741,40.734446,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
174,11003,11003,0.00095,0.14084,2111,2110,11003,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.726258,40.709799,0.0 -73.725176,40.710102,0.0 -73.716875,40.708002,0.0 -73.710375,40.708302,0.0 -73.708575,40.710002,0.0 -73.707775,40.713102,0.0 -73.704475,40.712702,0.0 -73.700975,40.711002,0.0 -73.695762,40.713849,0.0 -73.689074,40.712802,0.0 -73.689374,40.711602,0.0 -73.688274,40.709502,0.0 -73.684774,40.708402,0.0 -73.683874,40.706302,0.0 -73.683874,40.704202,0.0 -73.686374,40.695002,0.0 -73.688975,40.695902,0.0 -73.690875,40.693502,0.0 -73.690975,40.692902,0.0 -73.689375,40.692802,0.0 -73.689175,40.691502,0.0 -73.691075,40.686502,0.0 -73.705275,40.686402,0.0 -73.706675,40.683802,0.0 -73.714175,40.686302,0.0 -73.720175,40.687702,0.0 -73.722775,40.687702,0.0 -73.724676,40.687103,0.0 -73.725769,40.684994,0.0 -73.726019,40.695585,0.0 -73.725841,40.696145,0.0 -73.725513,40.700661,0.0 -73.725802,40.708585,0.0 -73.725802,40.708985,0.0 -73.726258,40.709799,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
349,11004,11004,0.00029,0.08358,2054,2053,11004,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.707219,40.755574,0.0 -73.70455,40.753621,0.0 -73.706648,40.751623,0.0 -73.701288,40.743623,0.0 -73.699877,40.743912,0.0 -73.699417,40.740006,0.0 -73.699412,40.738211,0.0 -73.69956,40.737992,0.0 -73.69981,40.737308,0.0 -73.700218,40.737722,0.0 -73.706724,40.736538,0.0 -73.706134,40.734822,0.0 -73.710352,40.732935,0.0 -73.712741,40.734446,0.0 -73.722139,40.753172,0.0 -73.72031,40.756093,0.0 -73.720235,40.755369,0.0 -73.717038,40.754463,0.0 -73.716622,40.754955,0.0 -73.713529,40.754359,0.0 -73.71246,40.750749,0.0 -73.707219,40.755574,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1429,11005,11005,0.00005,0.03343,2048,2047,11005,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.712299,40.758653,0.0 -73.711696,40.758321,0.0 -73.707219,40.755574,0.0 -73.71246,40.750749,0.0 -73.713529,40.754359,0.0 -73.716622,40.754955,0.0 -73.717038,40.754463,0.0 -73.720235,40.755369,0.0 -73.72031,40.756093,0.0 -73.717806,40.758057,0.0 -73.715202,40.758652,0.0 -73.712299,40.758653,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
332,11010,11010,0.00071,0.1224,2106,2105,11010,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.689374,40.711602,0.0 -73.684274,40.715002,0.0 -73.683874,40.717102,0.0 -73.665074,40.717501,0.0 -73.664974,40.717201,0.0 -73.665974,40.717301,0.0 -73.666074,40.715301,0.0 -73.665374,40.710702,0.0 -73.663574,40.710802,0.0 -73.660874,40.706202,0.0 -73.660674,40.702802,0.0 -73.663574,40.700502,0.0 -73.666674,40.696802,0.0 -73.668274,40.684002,0.0 -73.666974,40.682602,0.0 -73.679274,40.683502,0.0 -73.685874,40.683102,0.0 -73.688475,40.685002,0.0 -73.687175,40.688802,0.0 -73.684874,40.693402,0.0 -73.686374,40.695002,0.0 -73.683874,40.704202,0.0 -73.683874,40.706302,0.0 -73.684774,40.708402,0.0 -73.688274,40.709502,0.0 -73.689374,40.711602,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
637,11020,11020,0.00053,0.12083,1999,1998,11020,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.703975,40.782801,0.0 -73.702975,40.779101,0.0 -73.703175,40.769101,0.0 -73.702854,40.768442,0.0 -73.695575,40.766811,0.0 -73.691474,40.768201,0.0 -73.691174,40.767701,0.0 -73.692974,40.766801,0.0 -73.693774,40.764101,0.0 -73.691974,40.764101,0.0 -73.694074,40.762001,0.0 -73.708662,40.759397,0.0 -73.711696,40.758321,0.0 -73.712299,40.758653,0.0 -73.733234,40.771709,0.0 -73.732376,40.774201,0.0 -73.731476,40.774801,0.0 -73.729475,40.773001,0.0 -73.724375,40.774301,0.0 -73.725575,40.774401,0.0 -73.726175,40.776501,0.0 -73.720775,40.780001,0.0 -73.717375,40.781501,0.0 -73.715575,40.780501,0.0 -73.708075,40.780901,0.0 -73.708275,40.782701,0.0 -73.703975,40.782801,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2532,11021,11021,0.00073,0.13108,1986,1985,11021,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.749476,40.785001,0.0 -73.749276,40.786001,0.0 -73.747976,40.787701,0.0 -73.742976,40.790801,0.0 -73.742976,40.792297,0.0 -73.744519,40.79482,0.0 -73.734676,40.798001,0.0 -73.724423,40.794485,0.0 -73.720975,40.794101,0.0 -73.719375,40.794301,0.0 -73.719974,40.7967,0.0 -73.719575,40.798201,0.0 -73.715375,40.798801,0.0 -73.713411,40.797909,0.0 -73.711275,40.792301,0.0 -73.705075,40.787101,0.0 -73.703975,40.782801,0.0 -73.708275,40.782701,0.0 -73.708075,40.780901,0.0 -73.715575,40.780501,0.0 -73.717375,40.781501,0.0 -73.720775,40.780001,0.0 -73.726175,40.776501,0.0 -73.725575,40.774401,0.0 -73.724375,40.774301,0.0 -73.729475,40.773001,0.0 -73.731476,40.774801,0.0 -73.732376,40.774201,0.0 -73.733234,40.771709,0.0 -73.736336,40.773619,0.0 -73.746502,40.779984,0.0 -73.749476,40.785001,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1302,11023,11023,0.0005,0.1566,1968,1967,11023,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.711275,40.792301,0.0 -73.713411,40.797909,0.0 -73.715375,40.798801,0.0 -73.719575,40.798201,0.0 -73.719974,40.7967,0.0 -73.719375,40.794301,0.0 -73.720975,40.794101,0.0 -73.724423,40.794485,0.0 -73.734676,40.798001,0.0 -73.744519,40.79482,0.0 -73.742976,40.792297,0.0 -73.742976,40.790801,0.0 -73.747976,40.787701,0.0 -73.749276,40.786001,0.0 -73.749476,40.785001,0.0 -73.752176,40.786801,0.0 -73.753176,40.790701,0.0 -73.753676,40.797901,0.0 -73.752276,40.797801,0.0 -73.751476,40.797601,0.0 -73.748576,40.799801,0.0 -73.750676,40.802401,0.0 -73.748476,40.804101,0.0 -73.740176,40.805801,0.0 -73.726875,40.806901,0.0 -73.721675,40.8115,0.0 -73.722375,40.8133,0.0 -73.716619,40.8128,0.0 -73.715475,40.8101,0.0 -73.715275,40.8065,0.0 -73.716275,40.8061,0.0 -73.713675,40.801801,0.0 -73.712075,40.797701,0.0 -73.709375,40.793901,0.0 -73.709375,40.796501,0.0 -73.710575,40.798001,0.0 -73.709643,40.799526,0.0 -73.708475,40.794701,0.0 -73.708575,40.793001,0.0 -73.711275,40.792301,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
